path;folder;filename;size;pages
gs://secop/docs/20-12-10790307-9919432/19-INFORME DE SUPERVISOR AGOSTO.pdf;20-12-10790307-9919432;19-INFORME DE SUPERVISOR AGOSTO.pdf;103891;1
gs://secop/docs/20-12-11029927--1/43-CERTIFICADO DE IDONEIDAD.pdf;20-12-11029927--1;43-CERTIFICADO DE IDONEIDAD.pdf;331756;1
gs://secop/docs/20-12-11029927--1/43-APROBACION PROPUESTA.pdf;20-12-11029927--1;43-APROBACION PROPUESTA.pdf;315338;1
gs://secop/docs/20-12-11029927--1/43-EVALUACION DE LA PROPUESTA.pdf;20-12-11029927--1;43-EVALUACION DE LA PROPUESTA.pdf;383468;1
gs://secop/docs/20-12-11029927--1/43-MANIFESTACION DE NO INHABILIDAD.pdf;20-12-11029927--1;43-MANIFESTACION DE NO INHABILIDAD.pdf;252128;1
gs://secop/docs/20-12-11029927--1/43-ENTREGA DE PROPUESTA.pdf;20-12-11029927--1;43-ENTREGA DE PROPUESTA.pdf;243356;1
gs://secop/docs/20-4-11018494--1/43-ACTA ACLARATORIA DE LA ADENDA 01.pdf;20-4-11018494--1;43-ACTA ACLARATORIA DE LA ADENDA 01.pdf;964277;1
gs://secop/docs/20-4-10262293-9394663/19-AS.pdf;20-4-10262293-9394663;19-AS.pdf;777220;1
gs://secop/docs/20-12-11062981--1/43-CERTIFICADO DE NO EXISTENCIA E INSUFICIENCIA DE PERSONAL.PDF;20-12-11062981--1;43-CERTIFICADO DE NO EXISTENCIA E INSUFICIENCIA DE PERSONAL.PDF;18506;1
gs://secop/docs/20-12-11062981--1/43-CERTIFICADO DE BANCO DE PROYECTOS.PDF;20-12-11062981--1;43-CERTIFICADO DE BANCO DE PROYECTOS.PDF;10633;1
gs://secop/docs/20-4-10255559-9387860/19-AS.pdf;20-4-10255559-9387860;19-AS.pdf;711796;1
gs://secop/docs/20-4-10838006-9972874/19-SEGUIMIENTO SUPERVISION 3 DE AGOSTO.pdf;20-4-10838006-9972874;19-SEGUIMIENTO SUPERVISION 3 DE AGOSTO.pdf;27865;1
gs://secop/docs/14-12-2427865-2283757/28-ESTE NO REQUIERE ACTA DE LIQUIDACION.pdf;14-12-2427865-2283757;28-ESTE NO REQUIERE ACTA DE LIQUIDACION.pdf;87257;1
gs://secop/docs/20-12-11063584--1/43-SOLICITUD CDP.pdf;20-12-11063584--1;43-SOLICITUD CDP.pdf;283935;1
gs://secop/docs/20-12-11062381-10214014/19-CDP 379.PDF;20-12-11062381-10214014;19-CDP 379.PDF;28851;1
gs://secop/docs/20-12-11062381-10214014/19-RP 401.PDF;20-12-11062381-10214014;19-RP 401.PDF;19079;1
gs://secop/docs/20-12-10852673-9989488/19-CUENTA DE COBRO 2.pdf;20-12-10852673-9989488;19-CUENTA DE COBRO 2.pdf;336365;1
gs://secop/docs/20-4-10255568-9387854/19-AS.pdf;20-4-10255568-9387854;19-AS.pdf;992399;1
gs://secop/docs/20-4-10259620-9391874/19-AS.pdf;20-4-10259620-9391874;19-AS.pdf;1045053;1
gs://secop/docs/20-4-11050270--1/43-CDP-405.pdf;20-4-11050270--1;43-CDP-405.pdf;1270521;1
gs://secop/docs/20-4-11050270--1/43-RP-405.pdf;20-4-11050270--1;43-RP-405.pdf;400551;1
gs://secop/docs/20-4-10838093-9972967/19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;20-4-10838093-9972967;19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;27979;1
gs://secop/docs/20-4-11063932--1/43-COMPRA DE COMBUSTIBLE PARA PLANTA ELECTRICA MES DE AGOSTO DE 2020.pdf;20-4-11063932--1;43-COMPRA DE COMBUSTIBLE PARA PLANTA ELECTRICA MES DE AGOSTO DE 2020.pdf;64241;1
gs://secop/docs/20-12-10618284-9732410/19-CERTIFICADO DE RECIBO A SATISFACCION.pdf;20-12-10618284-9732410;19-CERTIFICADO DE RECIBO A SATISFACCION.pdf;59903;1
gs://secop/docs/20-4-11062615--1/43-COTIZACIÓN.pdf;20-4-11062615--1;43-COTIZACIÓN.pdf;313573;1
gs://secop/docs/20-4-11062905--1/43-00-2020-CDP-278.pdf;20-4-11062905--1;43-00-2020-CDP-278.pdf;46602;1
gs://secop/docs/20-4-11062605-10214232/13-ORDEN DE COMPRA.pdf;20-4-11062605-10214232;13-ORDEN DE COMPRA.pdf;105592;1
gs://secop/docs/20-4-10873252-10013179/19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;20-4-10873252-10013179;19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;27492;1
gs://secop/docs/20-4-10275398-9509499/19-AS.pdf;20-4-10275398-9509499;19-AS.pdf;669839;1
gs://secop/docs/20-13-11054213--1/19-3 ACTA DE CIERRE MANTENIMIENTO DE LA RED TELEFONICA.pdf;20-13-11054213--1;19-3 ACTA DE CIERRE MANTENIMIENTO DE LA RED TELEFONICA.pdf;586330;1
gs://secop/docs/20-12-10845899-9982029/19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;20-12-10845899-9982029;19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;373920;1
gs://secop/docs/20-13-10956982-10162760/19-DESIGNACION DE SUPERVISION.pdf;20-13-10956982-10162760;19-DESIGNACION DE SUPERVISION.pdf;75310;1
gs://secop/docs/20-4-11063945-10215612/19-CERTIFICACION DE PERSONAL INSUFICIENTE.pdf;20-4-11063945-10215612;19-CERTIFICACION DE PERSONAL INSUFICIENTE.pdf;52853;1
gs://secop/docs/20-4-11063945-10215612/19-INFORME DE VERIFIFACION.pdf;20-4-11063945-10215612;19-INFORME DE VERIFIFACION.pdf;56657;1
gs://secop/docs/20-4-11063133-10215055/13-ORDEN DE COMPRA.pdf;20-4-11063133-10215055;13-ORDEN DE COMPRA.pdf;106128;1
gs://secop/docs/20-4-11062564-10214190/19-RUT.pdf;20-4-11062564-10214190;19-RUT.pdf;99521;1
gs://secop/docs/20-4-11062564-10214190/19-L M.pdf;20-4-11062564-10214190;19-L M.PDF;27653;1
gs://secop/docs/20-4-11062564-10214190/19-A DE I.pdf;20-4-11062564-10214190;19-A DE I.pdf;66497;1
gs://secop/docs/20-4-11062564-10214190/19-CED.pdf;20-4-11062564-10214190;19-CED.pdf;59813;1
gs://secop/docs/20-4-11062564-10214190/19-C MED LAB.pdf;20-4-11062564-10214190;19-C MED LAB.pdf;90547;1
gs://secop/docs/20-4-10962022-10106650/14-CDP-OTRO SI.pdf;20-4-10962022-10106650;14-CDP-OTRO SI.pdf;65425;1
gs://secop/docs/20-4-10275417-9501344/19-AS.pdf;20-4-10275417-9501344;19-AS.pdf;672848;1
gs://secop/docs/20-12-11031198-10179810/19-COMPROMISO PRESUPUESTAL.pdf;20-12-11031198-10179810;19-COMPROMISO PRESUPUESTAL.pdf;60378;1
gs://secop/docs/20-12-11044507-10195466/19-COMPROMISO PRESUPUESTAL.pdf;20-12-11044507-10195466;19-COMPROMISO PRESUPUESTAL.pdf;61111;1
gs://secop/docs/20-12-11063367--1/43-SOLICITUD CDP.pdf;20-12-11063367--1;43-SOLICITUD CDP.pdf;373077;1
gs://secop/docs/20-4-11063370--1/43-CDP CONT 065-2020.pdf;20-4-11063370--1;43-CDP CONT 065-2020.pdf;23473;1
gs://secop/docs/20-4-11063258--1/43-RP.pdf;20-4-11063258--1;43-RP.pdf;34321;1
gs://secop/docs/20-12-10543724-9660806/19-APROBACIÓN DE PÓLIZA.PDF;20-12-10543724-9660806;19-APROBACIÓN DE PÓLIZA.pdf;343631;1
gs://secop/docs/20-12-10543724-9660806/19-IDONEIDAD.PDF;20-12-10543724-9660806;19-IDONEIDAD.pdf;278628;1
gs://secop/docs/20-12-11062582--1/43-SOLICITUD CDP.pdf;20-12-11062582--1;43-SOLICITUD CDP.pdf;365648;1
gs://secop/docs/16-12-5596920-5098984/28-ESTE CONTRATO NO REQUIERE ACTA DE LIQUIDACIÓN.pdf;16-12-5596920-5098984;28-ESTE CONTRATO NO REQUIERE ACTA DE LIQUIDACIÓN.pdf;90422;1
gs://secop/docs/20-4-11063583-10215219/19-CRP.pdf;20-4-11063583-10215219;19-CRP.pdf;22416;1
gs://secop/docs/20-4-11063382-10215015/19-SUPERVISION.pdf;20-4-11063382-10215015;19-SUPERVISION.pdf;107892;1
gs://secop/docs/20-4-11063054--1/43-PROPUESTA.PDF;20-4-11063054--1;43-PROPUESTA.pdf;132346;1
gs://secop/docs/20-4-11063054--1/43-REGISTRO.PDF;20-4-11063054--1;43-REGISTRO.pdf;309249;1
gs://secop/docs/20-4-10954687--1/43-AVISO INFORMATIVO.pdf;20-4-10954687--1;43-AVISO INFORMATIVO.pdf;83895;1
gs://secop/docs/20-12-10593721-9709698/19-INFORME DE SUPERVISOR AGOSTO.pdf;20-12-10593721-9709698;19-INFORME DE SUPERVISOR AGOSTO.pdf;76136;1
gs://secop/docs/20-12-11029997--1/43-CERTIFICADO DE IDONEIDAD.pdf;20-12-11029997--1;43-CERTIFICADO DE IDONEIDAD.pdf;287584;1
gs://secop/docs/20-12-11029997--1/43-APROBACION PROPUESTA.pdf;20-12-11029997--1;43-APROBACION PROPUESTA.pdf;292377;1
gs://secop/docs/20-12-11029997--1/43-EVALUACION DE LA PROPUESTA.pdf;20-12-11029997--1;43-EVALUACION DE LA PROPUESTA.pdf;327475;1
gs://secop/docs/20-12-11029997--1/43-MANIFESTACION DE NO INHABILIDAD.pdf;20-12-11029997--1;43-MANIFESTACION DE NO INHABILIDAD.pdf;224226;1
gs://secop/docs/20-12-11029997--1/43-ENTREGA DE PROPUESTA.pdf;20-12-11029997--1;43-ENTREGA DE PROPUESTA.pdf;208316;1
gs://secop/docs/20-4-10256821--1/19-ACTA DE INICIO FIRMADA.pdf;20-4-10256821--1;19-ACTA DE INICIO FIRMADA.pdf;248783;1
gs://secop/docs/20-12-11062798-10214408/29-LIQUIDACION.PDF;20-12-11062798-10214408;29-LIQUIDACION.PDF;17712;1
gs://secop/docs/20-12-11062798-10214408/19-LIQUIDACION.PDF;20-12-11062798-10214408;19-LIQUIDACION.PDF;17712;1
gs://secop/docs/20-4-11063251-10215019/19-ACTA INICIO.pdf;20-4-11063251-10215019;19-ACTA INICIO.pdf;157940;1
gs://secop/docs/20-4-11063301-10214915/19-DISPONIBILIDAD.pdf;20-4-11063301-10214915;19-DISPONIBILIDAD.pdf;19690;1
gs://secop/docs/20-22-18323-10214905/19-ACTA DE CIERRE.pdf;20-22-18323-10214905;19-ACTA DE CIERRE.pdf;108571;1
gs://secop/docs/20-22-18323-10214905/19-NOTIFICACIÓN DE SUPERVISION.pdf;20-22-18323-10214905;19-NOTIFICACIÓN DE SUPERVISION.pdf;99988;1
gs://secop/docs/20-12-10909494-10051394/19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;20-12-10909494-10051394;19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;382241;1
gs://secop/docs/20-13-11022223-10215539/32-OFERTA SELECCIONADA.pdf;20-13-11022223-10215539;32-OFERTA SELECCIONADA.pdf;196787;1
gs://secop/docs/20-12-11063319--1/43-DISPONIBILIDAD PRESUPUESTAL.pdf;20-12-11063319--1;43-DISPONIBILIDAD PRESUPUESTAL.pdf;53656;1
gs://secop/docs/20-12-11063319--1/43-CERTIICADO DE IDONEIDAD.pdf;20-12-11063319--1;43-CERTIICADO DE IDONEIDAD.pdf;53069;1
gs://secop/docs/20-12-11063319--1/43-CERTIFICADO DE NO EXISTENCIA DE PERSONAL.pdf;20-12-11063319--1;43-CERTIFICADO DE NO EXISTENCIA DE PERSONAL.pdf;68441;1
gs://secop/docs/20-12-11063756--1/43-CERTIFICADO DE NO EXISTENCIA.pdf;20-12-11063756--1;43-CERTIFICADO DE NO EXISTENCIA.pdf;170339;1
gs://secop/docs/20-12-11063756--1/43-BPIM.pdf;20-12-11063756--1;43-BPIM.pdf;165657;1
gs://secop/docs/20-12-11063756--1/43-PAA.pdf;20-12-11063756--1;43-PAA.pdf;192680;1
gs://secop/docs/20-12-11063756--1/43-DESIGNACIÓN DEL EVALUADOR.pdf;20-12-11063756--1;43-DESIGNACIÓN DEL EVALUADOR.pdf;255163;1
gs://secop/docs/20-12-10989709-10134204/19-INFORME DE SUPERVISOR AGOSTO.pdf;20-12-10989709-10134204;19-INFORME DE SUPERVISOR AGOSTO.pdf;65554;1
gs://secop/docs/20-12-11062493--1/43-REGISTRO PRESUPUESTAL.pdf;20-12-11062493--1;43-REGISTRO PRESUPUESTAL.pdf;146392;1
gs://secop/docs/20-12-11062493--1/43-INSUFICIENCIA DE PERSONAL.pdf;20-12-11062493--1;43-INSUFICIENCIA DE PERSONAL.pdf;175137;1
gs://secop/docs/20-12-11062493--1/43-CONSTANCIA DE IDONEIDAD.pdf;20-12-11062493--1;43-CONSTANCIA DE IDONEIDAD.pdf;281692;1
gs://secop/docs/20-12-11063135-10214735/19-E PROPUESTA.pdf;20-12-11063135-10214735;19-E PROPUESTA.pdf;199196;1
gs://secop/docs/20-4-10845027-9980976/19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;20-4-10845027-9980976;19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;29908;1
gs://secop/docs/20-12-10729501-9850133/19-INFORME DEL SUPERVISOR AGOSTO.pdf;20-12-10729501-9850133;19-INFORME DEL SUPERVISOR AGOSTO.pdf;370097;1
gs://secop/docs/20-4-11063527-10215171/19-SUPERVISION.pdf;20-4-11063527-10215171;19-SUPERVISION.pdf;92372;1
gs://secop/docs/20-11-10981162--1/8-ADENDA N 3.pdf;20-11-10981162--1;8-ADENDA N 3.pdf;475372;1
gs://secop/docs/20-4-10839698-9975010/19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;20-4-10839698-9975010;19-SEGUIMIENTO SUPERVISION 31 DE JULIO.pdf;27298;1
gs://secop/docs/20-4-11062507-10214137/19-DISPONIBILIDAD.pdf;20-4-11062507-10214137;19-DISPONIBILIDAD.pdf;19690;1
gs://secop/docs/20-12-10610988-9725379/19-SOLICITUD DE TERMINACIÓN CONTRACTUAL.pdf;20-12-10610988-9725379;19-SOLICITUD DE TERMINACIÓN CONTRACTUAL.pdf;7789;1
gs://secop/docs/20-12-10705141-9823421/19-POLIZA ADICIONAL.pdf;20-12-10705141-9823421;19-POLIZA ADICIONAL.pdf;443419;1
gs://secop/docs/20-12-10705141-9823421/19-CDP ADICION 0429.pdf;20-12-10705141-9823421;19-CDP ADICION 0429.pdf;313031;1
gs://secop/docs/20-12-10705141-9823421/19-RP ADICION 0429.pdf;20-12-10705141-9823421;19-RP ADICION 0429.pdf;282208;1
gs://secop/docs/19-12-9504947-8650667/19-INFORME SUPERVISION 07.pdf;19-12-9504947-8650667;19-INFORME SUPERVISION 07.pdf;116092;1
gs://secop/docs/19-12-9504947-8650667/29-INFORME SUPERVISION 07 FINAL.pdf;19-12-9504947-8650667;29-INFORME SUPERVISION 07 FINAL.pdf;116092;1
gs://secop/docs/19-12-9504947-8650667/19-INFORME SUPERVISION 04.pdf;19-12-9504947-8650667;19-INFORME SUPERVISION 04.pdf;96494;1
gs://secop/docs/19-12-9504947-8650667/19-INFORME SUPERVISION 03.pdf;19-12-9504947-8650667;19-INFORME SUPERVISION 03.pdf;94794;1
gs://secop/docs/19-12-9504947-8650667/19-INFORME SUPERVISION 05.pdf;19-12-9504947-8650667;19-INFORME SUPERVISION 05.pdf;94296;1
gs://secop/docs/19-12-9504947-8650667/19-INFORME SUPERVISION 06.pdf;19-12-9504947-8650667;19-INFORME SUPERVISION 06.pdf;136548;1
gs://secop/docs/20-13-10969506-10215180/32-OFERTA SELECCIONADA.pdf;20-13-10969506-10215180;32-OFERTA SELECCIONADA.pdf;518923;1
gs://secop/docs/20-13-11050867--1/19-ACTA DE CIERRE Y APERTURA DE SOBRES.pdf;20-13-11050867--1;19-ACTA DE CIERRE Y APERTURA DE SOBRES.pdf;337410;1
gs://secop/docs/20-12-11062998-10214661/19-NOTIFICACIÓN SUPERVISOR.pdf;20-12-11062998-10214661;19-NOTIFICACIÓN SUPERVISOR.pdf;207287;1
gs://secop/docs/20-12-11062998-10214661/19-SOLICITUD RP.pdf;20-12-11062998-10214661;19-SOLICITUD RP.pdf;130167;1
gs://secop/docs/20-12-10550880-9667643/19-APROBACIÓN DE PÓLIZA.PDF;20-12-10550880-9667643;19-APROBACIÓN DE PÓLIZA.pdf;309284;1
gs://secop/docs/20-12-10550880-9667643/19-IDONEIDAD.PDF;20-12-10550880-9667643;19-IDONEIDAD.pdf;295588;1
gs://secop/docs/20-12-11063994-10215692/19-IDONEIDAD.pdf;20-12-11063994-10215692;19-IDONEIDAD.pdf;55408;1
gs://secop/docs/20-12-11063994-10215692/19-INEXISTENCIA.pdf;20-12-11063994-10215692;19-INEXISTENCIA.pdf;44670;1
gs://secop/docs/20-15-11006189--1/19-RESPUESTA A OBSERVACIONES.pdf;20-15-11006189--1;19-RESPUESTA A OBSERVACIONES.pdf;335823;1
gs://secop/docs/20-4-11062366-10214003/19-RUT.pdf;20-4-11062366-10214003;19-RUT.pdf;35277;1
gs://secop/docs/20-4-11062366-10214003/19-DESIGNACION DE SUPERVISION.pdf;20-4-11062366-10214003;19-DESIGNACION DE SUPERVISION.pdf;17905;1
gs://secop/docs/20-13-11063821--1/19-CDP 16500000.pdf;20-13-11063821--1;19-CDP 16500000.pdf;26581;1
gs://secop/docs/20-4-11063503--1/43-RP.pdf;20-4-11063503--1;43-RP.pdf;34319;1
gs://secop/docs/20-13-11062860--1/19-AVISO DE CONVOCATORIA A LAS VEEDURIAS CIUDADANAS.pdf;20-13-11062860--1;19-AVISO DE CONVOCATORIA A LAS VEEDURIAS CIUDADANAS.pdf;60449;1
gs://secop/docs/20-4-11046362--1/43-INFORME DE REVISIÓN DE REQUISITOS HABILITANTES.pdf;20-4-11046362--1;43-INFORME DE REVISIÓN DE REQUISITOS HABILITANTES.pdf;205126;1
gs://secop/docs/20-13-11023990--1/19-ADENDA 3.PDF;20-13-11023990--1;19-ADENDA 3.PDF;252068;1
gs://secop/docs/20-12-10661689-9774413/19-INFORME SUPERVISOR AGOSTO.pdf;20-12-10661689-9774413;19-INFORME SUPERVISOR AGOSTO.pdf;557102;1
gs://secop/docs/20-13-11062358--1/19-CERTIFICADO DE REGISTRO Y VIABILIDAD.pdf;20-13-11062358--1;19-CERTIFICADO DE REGISTRO Y VIABILIDAD.pdf;86527;1
gs://secop/docs/20-13-11062358--1/19-CDP 0000272 DE 2020.pdf;20-13-11062358--1;19-CDP 0000272 DE 2020.pdf;18778;1
gs://secop/docs/20-4-11063453--1/43-RP.pdf;20-4-11063453--1;43-RP.pdf;34319;1
gs://secop/docs/20-4-11063422--1/43-CDP CONT 066-2020.pdf;20-4-11063422--1;43-CDP CONT 066-2020.pdf;23353;1
gs://secop/docs/20-12-11063106-10214936/19-SUPERVISION.pdf;20-12-11063106-10214936;19-SUPERVISION.pdf;17092;1
gs://secop/docs/20-12-11063106-10214936/19-IDONEIDAD.pdf;20-12-11063106-10214936;19-IDONEIDAD.pdf;78291;1
gs://secop/docs/20-12-11062314--1/43-CERTIFICACION.pdf;20-12-11062314--1;43-CERTIFICACION.pdf;105232;1
gs://secop/docs/20-12-11063680--1/43-118420 CDP- CERTIFICADO DE DISPONIBILIDAD PRESUPUESTAL.pdf;20-12-11063680--1;43-118420 CDP- CERTIFICADO DE DISPONIBILIDAD PRESUPUESTAL.pdf;32690;1
gs://secop/docs/20-4-10897980--1/43-REGISTRO PRESUPUESTAL.pdf;20-4-10897980--1;43-REGISTRO PRESUPUESTAL.pdf;173101;1
gs://secop/docs/20-12-10739727-9861290/19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;20-12-10739727-9861290;19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;325746;1
gs://secop/docs/20-4-11058556-10210009/29-ACTA_FINALIZACION.pdf;20-4-11058556-10210009;29-ACTA_FINALIZACION.pdf;71659;1
gs://secop/docs/20-12-11063119--1/43-SOLICITUD CDP.pdf;20-12-11063119--1;43-SOLICITUD CDP.pdf;376851;1
gs://secop/docs/20-12-11045538-10196441/19-CUENTA DE COBRO.pdf;20-12-11045538-10196441;19-CUENTA DE COBRO.pdf;151230;1
gs://secop/docs/18-21-6270-8402621/19-RPC CONTRATO OBRA 2681 POR VALOR $469880.941.PDF;18-21-6270-8402621;19-RPC CONTRATO OBRA 2681 POR VALOR $469880.941.PDF;189122;1
gs://secop/docs/20-13-11047096--1/19-OBSERVACIONES A LA EVALUACIÓN.pdf;20-13-11047096--1;19-OBSERVACIONES A LA EVALUACIÓN.pdf;146042;1
gs://secop/docs/19-4-9428340-9129292/19-ANALSIS SECTOR.pdf;19-4-9428340-9129292;19-ANALSIS SECTOR.pdf;22343;1
gs://secop/docs/19-4-9428340-9129292/19-CONSTANCIA IDONEIDAD.pdf;19-4-9428340-9129292;19-CONSTANCIA IDONEIDAD.pdf;21883;1
gs://secop/docs/19-4-9428340-9129292/19-INFORME DE SUPERVISION.pdf;19-4-9428340-9129292;19-INFORME DE SUPERVISION.pdf;381872;1
gs://secop/docs/19-4-9428340-9129292/19-ACTO ADMINISTRACTIVO DE APERTURA DE PROCESO.pdf;19-4-9428340-9129292;19-ACTO ADMINISTRACTIVO DE APERTURA DE PROCESO.pdf;24418;1
gs://secop/docs/20-13-11044865-10214446/19-CRP.PDF;20-13-11044865-10214446;19-CRP.pdf;33108;1
gs://secop/docs/20-12-10744873-9867582/19-INFORME DEL SUPERVISOR AGOSTO.pdf;20-12-10744873-9867582;19-INFORME DEL SUPERVISOR AGOSTO.pdf;346362;1
gs://secop/docs/19-4-9718122-8868231/29-ACTA LIQUIDACION.pdf;19-4-9718122-8868231;29-ACTA LIQUIDACION.pdf;400720;1
gs://secop/docs/20-4-10845073-9981027/19-SEGUIMIENTO SUPERVISION 3 DE AGOSTO.pdf;20-4-10845073-9981027;19-SEGUIMIENTO SUPERVISION 3 DE AGOSTO.pdf;28684;1
gs://secop/docs/20-12-11063411--1/43-SOLICITUD CDP.pdf;20-12-11063411--1;43-SOLICITUD CDP.pdf;368011;1
gs://secop/docs/20-4-11063318--1/43-RP.pdf;20-4-11063318--1;43-RP.pdf;34305;1
gs://secop/docs/20-4-11049501--1/43-ACTA DE INICIO.pdf;20-4-11049501--1;43-ACTA DE INICIO.pdf;160379;1
gs://secop/docs/19-1-204264-9195812/19-APROBACION POLIZA REANUDACION.pdf;19-1-204264-9195812;19-APROBACION POLIZA REANUDACION.pdf;34538;1
gs://secop/docs/20-12-10504330-9625280/19-COMPROMISO ADICION N°1.pdf;20-12-10504330-9625280;19-COMPROMISO ADICION N°1.pdf;99556;1
gs://secop/docs/20-4-11062810-10214437/19-CRP.pdf;20-4-11062810-10214437;19-CRP.pdf;22332;1
gs://secop/docs/20-12-10398670-9523113/14-ADICIÓN.pdf;20-12-10398670-9523113;14-ADICIÓN.pdf;82389;1
gs://secop/docs/20-13-11042509--1/19-ACTA DE CIERRE.pdf;20-13-11042509--1;19-ACTA DE CIERRE.pdf;294124;1
gs://secop/docs/20-4-11062641--1/43-ECO.pdf;20-4-11062641--1;43-ECO.pdf;60400;1
gs://secop/docs/20-4-11063618--1/43-RP.pdf;20-4-11063618--1;43-RP.pdf;34340;1
gs://secop/docs/20-12-10989098-10133695/19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;20-12-10989098-10133695;19-INFORME DEL SUPERVISOR MES DE AGOSTO.pdf;371076;1
gs://secop/docs/20-12-11062454--1/43-CERTIFICACION.PDF;20-12-11062454--1;43-CERTIFICACION.pdf;556644;1
gs://secop/docs/20-12-11061441-10213068/19-COMPROMISO PRESUPUESTAL.pdf;20-12-11061441-10213068;19-COMPROMISO PRESUPUESTAL.pdf;67056;1
gs://secop/docs/20-4-11062866-10214490/19-CD.pdf;20-4-11062866-10214490;19-CD.pdf;12623;1
gs://secop/docs/20-12-11062514--1/43-CERTIFICADO DE DISPONIBILIDAD PRESUPUESTAL.PDF;20-12-11062514--1;43-CERTIFICADO DE DISPONIBILIDAD PRESUPUESTAL.PDF;14157;1
gs://secop/docs/20-12-11062514--1/43-CERTIFICADO DE NO EXISTENCIA E INSUFICIENCIA DE PERSONAL.PDF;20-12-11062514--1;43-CERTIFICADO DE NO EXISTENCIA E INSUFICIENCIA DE PERSONAL.PDF;18506;1
gs://secop/docs/20-12-11062514--1/43-CERTIFICADO DE BANCO DE PROYECTOS.PDF;20-12-11062514--1;43-CERTIFICADO DE BANCO DE PROYECTOS.PDF;242936;1
gs://secop/docs/20-12-11063853--1/43-INEXISTENCIA PERSONAL.pdf;20-12-11063853--1;43-INEXISTENCIA PERSONAL.pdf;409228;1
gs://secop/docs/20-12-11063853--1/43-RP.pdf;20-12-11063853--1;43-RP.pdf;83480;1
gs://secop/docs/16-12-5597147-5099201/28-ESTE CONTRATO NO REQUIERE ACTA DE LIQUIDACIÓN.pdf;16-12-5597147-5099201;28-ESTE CONTRATO NO REQUIERE ACTA DE LIQUIDACIÓN.pdf;90422;1
gs://secop/docs/20-4-11063132-10214798/19-POLIZAS.pdf;20-4-11063132-10214798;19-POLIZAS.pdf;99926;1
gs://secop/docs/20-13-11062372--1/19-FICHA TÉCNICA.pdf;20-13-11062372--1;19-FICHA TÉCNICA.pdf;187749;1
gs://secop/docs/20-12-11063319-10214985/19-DESIGNACION SUPERVISOR.pdf;20-12-11063319-10214985;19-DESIGNACION SUPERVISOR.pdf;53714;1
gs://secop/docs/20-4-11025276-10173907/19-ACTA TERMINACIÓN.pdf;20-4-11025276-10173907;19-ACTA TERMINACIÓN.pdf;277105;1
gs://secop/docs/20-13-11062393--1/19-FICHA TÉCNICA.pdf;20-13-11062393--1;19-FICHA TÉCNICA.pdf;471569;1
gs://secop/docs/20-4-11063998--1/43-CERTIFICADO SALDO.pdf;20-4-11063998--1;43-CERTIFICADO SALDO.pdf;50245;1
gs://secop/docs/20-4-11050555--1/43-CORREO PROPUESTA RECIBIDAS PANTALLAZOS.pdf;20-4-11050555--1;43-CORREO PROPUESTA RECIBIDAS PANTALLAZOS.pdf;244093;1
gs://secop/docs/20-4-10262636-9394947/19-AS.pdf;20-4-10262636-9394947;19-AS.pdf;328639;1
gs://secop/docs/20-12-11062310--1/43-CERTIFICACION.pdf;20-12-11062310--1;43-CERTIFICACION.pdf;105448;1
gs://secop/docs/20-4-11062351-10213996/19-POLIZA.pdf;20-4-11062351-10213996;19-POLIZA.pdf;183781;1
gs://secop/docs/20-4-11062351-10213996/19-ACTA DE APROBACIÓN DE POLIZA.pdf;20-4-11062351-10213996;19-ACTA DE APROBACIÓN DE POLIZA.pdf;130760;1
gs://secop/docs/20-4-11062351-10213996/19-DESIGNACIÓN DE SUPERVISIÓN.pdf;20-4-11062351-10213996;19-DESIGNACIÓN DE SUPERVISIÓN.pdf;206262;1
gs://secop/docs/20-12-10775336-9903624/19-INFORME DE SUPERVISOR AGOSTO 2.pdf;20-12-10775336-9903624;19-INFORME DE SUPERVISOR AGOSTO 2.pdf;329817;1
gs://secop/docs/20-12-10775336-9903624/19-INFORME DE SUPERVISOR AGOSTO 1.pdf;20-12-10775336-9903624;19-INFORME DE SUPERVISOR AGOSTO 1.pdf;331054;1
gs://secop/docs/20-12-10744709-9867395/19-INFORME DEL SUPERVISOR AGOSTO.pdf;20-12-10744709-9867395;19-INFORME DEL SUPERVISOR AGOSTO.pdf;353873;1
gs://secop/docs/20-4-10275418-9504516/19-AS.pdf;20-4-10275418-9504516;19-AS.pdf;1021463;1
gs://secop/docs/20-4-11062382-10214010/19-DISPONIBILIDAD.PDF;20-4-11062382-10214010;19-DISPONIBILIDAD.pdf;12492;1
